dateissued	typefull	identifier	title	dc.mainAuthor	dc.section	dc.ssid	dc.keywords
2011	 Contributo  Atti  convegno	httphandlenet11311762364	Application  formal parameters experience   educational activity  part   research project	Ferraris Silvia Deborah	Assistant Professor	ICAR/13 - Disegno Industriale	research;applicati;experience;project
2011	 Abstract  Atti  convegno	httphandlenet11311691275	SENAI Design Future From Know  Know  Innovate Brazilian Design Culture	Villani Paola Maria Chiara	Not in design department	ICAR/13 - Disegno Industriale	cult
2011	 CURATELA Curatela	httphandlenet11311572638	Design  Services	Meroni Anna	Design di Prodotti Strategie e Servizi	ICAR/13 - Disegno Industriale	service
2011	 CURATELA Curatela	httphandlenet11311576680	  road  Noorda  grafico  viaggio titolo inglese   road  Noorda travelling with  graphic designer	Zurlo Francesco	Full Professor	ICAR/13 - Disegno Industriale	viaggi;noorda;via;inglese;road;titolo;tito
2011	 CURATELA Curatela	httphandlenet11311579322	 ricerca  disegno  design giornata  studio  ottobre 2010	Amoruso Giuseppe	Associate Professor	ICAR/17 - Disegno	ricerca;studi;ottobre;giornata;segno
2011	 CURATELA Curatela	httphandlenet11311580903	 segno continuo Simonetta FerranteGrafica  arte calligrafia  design	Zurlo Francesco	Full Professor	ICAR/13 - Disegno Industriale	arte;segno
2011	 CURATELA Curatela	httphandlenet11311580905	Type Design Esperienze progettuali  teoria  prassi	Zurlo Francesco	Full Professor	ICAR/13 - Disegno Industriale	progettuali;prassi
2011	 CURATELA Curatela	httphandlenet11311583875	Comunicazione  misura d'uomo	Pillan Margherita	Associate Professor	ICAR/13 - Disegno Industriale	comunicazione;azione;uomo;comuni
2011	 CURATELA Curatela	httphandlenet11311604685	Realtaﾠ simulazione  progetto  ruolo  modello	Amoruso Giuseppe	Associate Professor	ICAR/17 - Disegno	ruolo;realtaﾠ;simulazione;azione;alta;real
2011	 CURATELA Curatela	httphandlenet11311605680	Realtaﾠ simulazione  progetto  ruolo  modello	Amoruso Giuseppe	Associate Professor	ICAR/17 - Disegno	ruolo;realtaﾠ;simulazione;azione;alta;real
2011	 CURATELA Curatela	httphandlenet11311608307	Franco Albini	Bosoni Giampiero	Full Professor	ICAR/16 - Architettura Degli Interni E Allestimento	albini;franco
2011	 CURATELA Curatela	httphandlenet11311608399	Color  Colorimetry Multidisciplinary Contributions	Rossi Monica	Not in design department	ICAR/17 - Disegno	colori;multi
2011	 CURATELA Curatela	httphandlenet11311608400	Colore  colorimetria contributi multidisciplinari	Rossi Monica	Not in design department	ICAR/17 - Disegno	colori;disciplinari;multi
2011	 CURATELA Curatela	httphandlenet11311609276	Cruciale	Finessi Giuseppe	Associate Professor	ICAR/16 - Architettura Degli Interni E Allestimento	
2011	 CURATELA Curatela	httphandlenet11311609277	 vaso  fiore	Finessi Giuseppe	Associate Professor	ICAR/16 - Architettura Degli Interni E Allestimento	
2011	 CURATELA Curatela	httphandlenet11311609278	Inventario 	Finessi Giuseppe	Associate Professor	ICAR/16 - Architettura Degli Interni E Allestimento	inventario
2011	 CURATELA Curatela	httphandlenet11311609279	Inventario 	Finessi Giuseppe	Associate Professor	ICAR/16 - Architettura Degli Interni E Allestimento	inventario
2011	 CURATELA Curatela	httphandlenet11311614714	 lesposizione  raccomandoMilano  lEsposizione internazionale  Sempione  1906  documenti  Castello Sforzesco	Ricci Giuliana	Not in design department	ICAR/13 - Disegno Industriale	milan;sforzesco;forze;oma
2011	 CURATELA Curatela	httphandlenet11311635446	Altre figure Intorno alle figure  argomentazione	Bucchetti Valeria Luisa	Associate Professor	ICAR/13 - Disegno Industriale	figure;azione;intorno
2011	 CURATELA Curatela	httphandlenet11311639706	Loggetto nellarte contemporanea   riuso	Mazzanti Anna	Assistant Professor	L-ART/03 - Storia Dell'Arte Contemporanea	arte;tempo;uso;ora;riuso
2011	 CURATELA Curatela	httphandlenet11311642133	PROGETTARE  GIOCO    GIOCO	Fois Luca	Not in design department	ICAR/16 - Architettura Degli Interni E Allestimento	gioco
2011	 CURATELA Curatela	httphandlenet11311643730	COMUNICARE  MOVIMENTO COMMUNICATION  MOTION	Giambruno Maria Cristina	Not in design department	ICAR/13 - Disegno Industriale	comunicare;comuni;car
2011	 CURATELA Curatela	httphandlenet11311645146	Abitare  anni  design case architetture oggetti fotografie mode design viaggi  19612011	Spinelli Luigi Mario Lorenzo	Not in design department	ICAR/13 - Disegno Industriale	abitare;case;viaggi;fotografi;via
2011	 CURATELA Curatela	httphandlenet11311662385	Realtaﾠ simulazione  progetto  ruolo  modello	Amoruso Giuseppe	Associate Professor	ICAR/17 - Disegno	ruolo;realtaﾠ;simulazione;azione;alta;real
2011	 CURATELA Curatela	httphandlenet11311666304	Inventario 	Finessi Giuseppe	Associate Professor	ICAR/16 - Architettura Degli Interni E Allestimento	inventario
2011	 CURATELA Curatela	httphandlenet11311688715	Design  innovative communities	Rebaglio Agnese	Assistant Professor	ICAR/13 - Disegno Industriale	
2011	 CURATELA Curatela	httphandlenet11311731991	Emilio AmbaszInvenciones arquitectura  Diseno	Irace Fulvio	Full Professor	ICAR/18 - Storia Dell'Architettura	
2011	 LIBRO Monografia  trattato scientifico	httphandlenet11311588132	DESIGN STORYTELLING Design  comunicazione nell'era della complessitaﾠ  manuale imperfetto	ceppi d'alessio	-0	-0	era;comunicazione;complessitaﾠ;manuale;azione;storytelling;comuni
2011	 LIBRO Monografia  trattato scientifico	httphandlenet11311599084	  paura	Cappellieri Alba	Design di Prodotti Strategie e Servizi	ICAR/13 - Disegno Industriale	paura
2011	 LIBRO Monografia  trattato scientifico	httphandlenet11311599085	GIOIELLI  MILANO	Cappellieri Alba	Design di Prodotti Strategie e Servizi	ICAR/13 - Disegno Industriale	milan;gioielli
2011	 LIBRO Monografia  trattato scientifico	httphandlenet11311606696	Studio comparato  metodi internazionali  valutazione preventiva delle opere pubbliche  punto  vista della fattibilitaﾠ tecnicoeconomica	Trini Castelli Clino	Not in design department	ICAR/13 - Disegno Industriale	internazionali;studi;valutazione;atti;azione;opere;venti;eco
2011	 LIBRO Monografia  trattato scientifico	httphandlenet11311608179	TECNO l'eleganza discreta della tecnica	Bosoni Giampiero	Full Professor	ICAR/16 - Architettura Degli Interni E Allestimento	
2011	 LIBRO Monografia  trattato scientifico	httphandlenet11311608453	TECNO  Discreetly Technical Elegance	Bosoni Giampiero	Full Professor	ICAR/16 - Architettura Degli Interni E Allestimento	tech
2011	 LIBRO Monografia  trattato scientifico	httphandlenet11311609242	 senso  materiali   design	Zurlo Francesco	Full Professor	ICAR/13 - Disegno Industriale	materiali;senso
2011	 LIBRO Monografia  trattato scientifico	httphandlenet11311609243	 valore dell'imperfezioneL'approccio wabi sabi  design	Ostuzzi Francesca	Not in design department	ICAR/14 - Composizione Architettonica E Urbana	approccio;ezio
2011	 LIBRO Monografia  trattato scientifico	httphandlenet11311633059	 italian   artigianato  tecnologia intorno  corpo	Cappellieri Alba	Full Professor	ICAR/13 - Disegno Industriale	italia;tecnologia;arti;corpo;artigianato;intorno
2011	 LIBRO Monografia  trattato scientifico	httphandlenet11311634481	Intenzioni Creative Creative Ways	Arquilla Venanzio	Associate Professor	ICAR/13 - Disegno Industriale	
2011	 LIBRO Monografia  trattato scientifico	httphandlenet11311636852	SPORT  STILE150 anni  immagini  femminile	Turinetto Marco	Assistant Professor	ICAR/13 - Disegno Industriale	immagini;femminile
2011	 LIBRO Monografia  trattato scientifico	httphandlenet11311662110	Light   Italy 2010	Gellini Gisella	Not in design department	ICAR/13 - Disegno Industriale	light
2011	 LIBRO Monografia  trattato scientifico	httphandlenet11311665269	Carlo Mollino	Irace Fulvio	Full Professor	ICAR/18 - Storia Dell'Architettura	carlo;car;mollino
2011	 LIBRO Monografia  trattato scientifico	httphandlenet11311690726	Alessandro Mendini	Zurlo Francesco	Full Professor	ICAR/13 - Disegno Industriale	mendini;alessandro
2011	 LIBRO Monografia  trattato scientifico	httphandlenet11311693867	Storie  architettura attraverso  sensi	Simionato Barbara	Not in design department	ICAR/13 - Disegno Industriale	architettura;storie;attraverso;verso;sensi
2011	 LIBRO Monografia  trattato scientifico	httphandlenet11311703723	David Chipperfild	Irace Fulvio	Full Professor	ICAR/18 - Storia Dell'Architettura	david
2011	 LIBRO Monografia  trattato scientifico	httphandlenet11311881639	Vico Magistretti	Zurlo Francesco	Full Professor	ICAR/13 - Disegno Industriale	
2011	 LIBRO Monografia  trattato scientifico	httphandlenet11311964304	CULTURA FINANZA POLITICA VERSO  NUOVA SPERANZA PROGETTUALE	Giambruno Maria Cristina	Not in design department	ICAR/13 - Disegno Industriale	era;cultura;verso;cult;finanza;poli
2011	 LIBRO Monografia  trattato scientifico	httphandlenet11311989805	Verso unestetica  momentaneo	Crippa Maria Antonietta	Not in design department	SPS/07 - Sociologia Generale	verso
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311579217	 GLEaMviz computational tool  publicly available software  explore realistic epidemic spreading scenarios   global scale	Zurlo Francesco	Full Professor	ICAR/13 - Disegno Industriale	scenari;software;lab;public;real
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311580487	Utenti  regionalizzazione  trasporti	Ponti Marco Guido	Research Fellow	ICAR/13 - Disegno Industriale	trasporti;azione
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311580610	Design Ecosystem	Gerosa Giulia Maria	Associate Professor	ICAR/13 - Disegno Industriale	system;eco
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311580852	Urban Design Trajectories Roles  Skills  Design   Communication   City  Cultural Asset	Gaddi Rossana	Research Fellow	ICAR/16 - Architettura Degli Interni E Allestimento	cultura;city;cult
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311582103	Dossier design  sostanza  sogni	Ferrara Maria Rita	Associate Professor	ICAR/13 - Disegno Industriale	sogni;stanza
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311582113	Hepper  culto  gatto  Hepper  Love  Cats	Parente Marina	Associate Professor	ICAR/13 - Disegno Industriale	cult
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311588684	 Innovation pyramid  categorization   innovation phenomenon   productdesign field	Rampino Lucia Rosa Elena	Associate Professor	ICAR/13 - Disegno Industriale	
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311589685	 driven design	Ceppi Giulio	Assistant Professor	ICAR/13 - Disegno Industriale	
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311598480	Tools  Methods  Assist  Product Customization   Field  Furniture Design	Gaiani Marco	Not in design department	ICAR/16 - Architettura Degli Interni E Allestimento	
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311605313	 nuovo tram  Bergamo  valutazione post	Beria Paolo	Not in design department	ICAR/13 - Disegno Industriale	valutazione;nuovo;azione;post;bergamo
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311608602	 design  solid state lighting  sperimentazione continua	Casciani Daria	Research Fellow	ICAR/13 - Disegno Industriale	sperimentazione;azione;lighting;light;state
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311608693	Block notes recensioni della piccola  media industria italiana  caso Foscarini	Bosoni Giampiero	Full Professor	ICAR/16 - Architettura Degli Interni E Allestimento	italia;caso;recensioni;car
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311608697	 caso Riva 1920 Block notes  recensioni della piccola  media industria italiana	Bosoni Giampiero	Full Professor	ICAR/16 - Architettura Degli Interni E Allestimento	italia;caso;recensioni;riva
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311608827	Functional Evaluation  Rehabilitation Engineering	Aliverti Andrea	Not in design department	"""#N/A"""	
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311609093	Cognitive ability assessment  BrainComputer Interface Validation    assessment method  cognitive abilities	Perego Paolo	Research Fellow	ICAR/13 - Disegno Industriale	computer;dati
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311609212	PoliUniPool  carpooling system  universities	Bruglieri Maurizio	Associate Professor	MAT/09 - Ricerca Operativa	system;siti;car;poli
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311609239	 Comparative Life Cycle Assessment  Disposable  Reusable Packaging   Distribution  Italian Fruit  Vegetables	Levi Marinella	Not in design department	ICAR/18 - Storia Dell'Architettura	italia;packaging;life;cycle;usa
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311609280	Corrado Levi Sono  ginnasta  sono  artista 2010 1984	Finessi Giuseppe	Associate Professor	ICAR/16 - Architettura Degli Interni E Allestimento	arti
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311609281	Dormire altrove	Finessi Giuseppe	Associate Professor	ICAR/16 - Architettura Degli Interni E Allestimento	
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311609282	Cruciale	Finessi Giuseppe	Associate Professor	ICAR/16 - Architettura Degli Interni E Allestimento	
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311614323	  jump  pound   female fitness Brazilian MarketTools  strategy  design  create  path between ideas andmarkets	 rodrigues  conti	-0	-0	between;idea;mar
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311628179	 VALUE  SYSTEMIC INNOVATION  DESIGN EDUCATION	Bianchini Massimo	Assistant Professor	ICAR/13 - Disegno Industriale	temi;system
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311630206	Scenari  vendita  sistema  segniSelling Scenarios  sign language	Iannilli Valeria Maria	Design e Culture	ICAR/13 - Disegno Industriale	scenari;vendita;tema
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311633636	Valorizing design culture through digital technologies	Ceconello Mauro Attilio	Associate Professor	ICAR/13 - Disegno Industriale	valori;technologies;through;cult;tech
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311633908	Design Research  Fashion from Trends  Design Directions	Villani Paola Maria Chiara	Not in design department	ICAR/13 - Disegno Industriale	research;fashion
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311636233	HighResolution Measurements  FaceFace Contact Patterns   Primary School	viboud	-0	-0	mar
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311636235	 Extended Value  Design  Advanced Design Perspective	Celi Manuela	Associate Professor	ICAR/13 - Disegno Industriale	perspective
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311636663	Teaching  learning graphic design basics through play metaphor	Caratti Elena	Design e Culture	ICAR/13 - Disegno Industriale	learning;through;basic;meta;basi
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311642328	Insalata  spiezzo  	Maffeis Rodolfo	Assistant Professor	L-ART/02 - Storia Dell'Arte Moderna	sala
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311642329	Deja 	Maffeis Rodolfo	Assistant Professor	L-ART/02 - Storia Dell'Arte Moderna	
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311642331	 prodotto  servizio	Maffeis Rodolfo	Assistant Professor	L-ART/02 - Storia Dell'Arte Moderna	prodotto;servizio
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311642334	Andrea Branzi  design   lutto	Maffeis Rodolfo	Assistant Professor	L-ART/02 - Storia Dell'Arte Moderna	
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311642335	 sale  profumo  sensi Design  fisiologia  gusto	Maffeis Rodolfo	Assistant Professor	L-ART/02 - Storia Dell'Arte Moderna	sensi;sale
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311642336	Convergenze parallele  traiettorie critiche   design contemporaneo	Maffeis Rodolfo	Assistant Professor	L-ART/02 - Storia Dell'Arte Moderna	contemporaneo;tempo;ora;traiettorie
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311660453	 Learning Network  Sustainability  mechanism   development  diffusion  teaching materials  tools  Design  Sustainability   opensource  copy left ethos	Vezzoli Carlo Arnaldo	Design di Prodotti Strategie e Servizi	ICAR/13 - Disegno Industriale	learning;open;network;source;sustainability
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311664558	Commenti	 bagnasco  baldassarri  volonte	-0	-0	
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311664593	 secondo punto   capo  l'architettura  scacco dell'europeismo  salotto	Irace Fulvio	Full Professor	ICAR/18 - Storia Dell'Architettura	architettura;europei;secondo;euro;eco
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311664734	Small projectslarge changesParticipatory design   open participated process	Manzini Ezio	Not in design department	ICAR/13 - Disegno Industriale	arti;open;project;small
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311664820	Managing  Five Tensions   Design Process	Cautela Cabirio	Associate Professor	ICAR/13 - Disegno Industriale	
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311664828	Alberto Savinio Nude  immagini  sogni	Zurlo Francesco	Full Professor	ICAR/13 - Disegno Industriale	immagini;sogni
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311664873	 fabbriche  sogni	Zurlo Francesco	Full Professor	ICAR/13 - Disegno Industriale	sogni;fab
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311665959	Creativit�  impresa destini incrociati  Made  Italy	Zurlo Francesco	Full Professor	ICAR/13 - Disegno Industriale	creativi;impresa
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311667037	Domotica Tecnologia invisibile	Dominoni Annalisa	Assistant Professor	ICAR/13 - Disegno Industriale	tecnologia;invisibile;domotica
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311667359	Evolution  Design Competitions  Scientific Study   State  Design Competitions	onur mustak	-0	-0	state;study
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311667741	Design  Narration Languages structures  narrative models  matter  design	Trocchianesi Raffaella	Associate Professor	ICAR/13 - Disegno Industriale	
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311667774	Design research  cultural heritage activating  value  cultural assets  openended knowledge system	Lupo Eleonora	Associate Professor	ICAR/13 - Disegno Industriale	cultura;research;heritage;system;led;knowledge;open;cult
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311670791	 gestione dellﾒinnovazione continua	Ferrara Maria Rita	Associate Professor	ICAR/13 - Disegno Industriale	innovazione;azione
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311675774	Design  selfproduction  advanced dimension  handcraft	Ferrara Maria Rita	Associate Professor	ICAR/13 - Disegno Industriale	
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311675946	Mediterraneo fucina   design	Ferrara Maria Rita	Associate Professor	ICAR/13 - Disegno Industriale	cina;terra
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311676751	MEDITERRANEAN DESIGN   food design all�agrindustrial design   riqualificazione delle attivit� agricole   contesti territoriali	Ferrara Maria Rita	Associate Professor	ICAR/13 - Disegno Industriale	territoriali;atti;contesti;azione;food;riqualificazione;testi;agrindustrial;terra;test
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311684701	Dust  Visualization Tool Supporting Parents SchoolChoice Evaluation Process	Tinazzi Claudia	Not in design department	ICAR/05 - Trasporti	
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311687779	 disegno   Design  prodotto	Amoruso Giuseppe	Associate Professor	ICAR/17 - Disegno	prodotto;segno
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311689000	Focus Ceramiche	Ferrara Maria Rita	Associate Professor	ICAR/13 - Disegno Industriale	era;focus
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311690051	Design Arts  aesthetics  Innovation	Lupo Eleonora	Associate Professor	ICAR/13 - Disegno Industriale	arts
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311690059	Design beni culturali  attivazione dell'autentico progettare  valore delle eredit� culturali come openended knowldge system	Lupo Eleonora	Associate Professor	ICAR/13 - Disegno Industriale	cultura;atti;beni;azione;system;open;cult
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311691928	 modi della grafica   manners  graphic design	Piazza Mario	Associate Professor	ICAR/13 - Disegno Industriale	modi
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311691929	Moleskine writing collection progetto  ampliamento  Moleskine writing collection  family  getting bigger	Piazza Mario	Associate Professor	ICAR/13 - Disegno Industriale	moleskine
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311691930	Tentativo   scrivere   primo editoriale   attempt   write  first editorial	Piazza Mario	Associate Professor	ICAR/13 - Disegno Industriale	editoriale;primo
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311692803	 solitary designer	Ercoli Sebastiano	Not in design department	ICAR/13 - Disegno Industriale	
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311692806	Innovare tecnologicamente	Ercoli Sebastiano	Not in design department	ICAR/13 - Disegno Industriale	
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311692810	 centro  innovazione   distretto nautico lariano	Ercoli Sebastiano	Not in design department	ICAR/13 - Disegno Industriale	innovazione;azione
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311692952	 	Ratti Andrea	Associate Professor	ICAR/13 - Disegno Industriale	
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311692953	Piccole innovazioni	Ratti Andrea	Associate Professor	ICAR/13 - Disegno Industriale	
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311692954	Sperimentazione continua	Ratti Andrea	Associate Professor	ICAR/13 - Disegno Industriale	sperimentazione;azione
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311692955	Divertirsi  leggerezza	Ratti Andrea	Associate Professor	ICAR/13 - Disegno Industriale	
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311692959	 smetti  fare  bambino	Ratti Andrea	Associate Professor	ICAR/13 - Disegno Industriale	fare
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311692961	Visioni concrete  sostenibilit�	Ratti Andrea	Associate Professor	ICAR/13 - Disegno Industriale	rete
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311693325	Excelsior Premiere	Gerosa Giulia Maria	Associate Professor	ICAR/13 - Disegno Industriale	
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311693327	Shopping Panorama	Gerosa Giulia Maria	Associate Professor	ICAR/13 - Disegno Industriale	ora;panorama
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311693328	Memory  transformation	Gerosa Giulia Maria	Associate Professor	ICAR/13 - Disegno Industriale	trans
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311694065	Design invisibileInvisible design	Simionato Barbara	Not in design department	ICAR/13 - Disegno Industriale	invisibile
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311707939	FieldConfiguring Events Design Fairs  Cities	Sedini Carla	Design e Culture	ICAR/13 - Disegno Industriale	cities;fai
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311707942	 citt� creativa	 anzoise  sedini	-0	-0	
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311741185	 nuove tendenze nella solid state lighting   multichip  trends  solidstate lighting multichip LEDs	Paleari Danilo	Not in design department	ICAR/14 - Composizione Architettonica E Urbana	nuove;lighting;led;light;state;multi
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311762123	Example  clinical applications  wearable monitoring system	Andreoni Giuseppe	Associate Professor	ING-INF/06 - Bioingegneria Elettronica E Informatica	applicati;system
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311762428	L�attivit�  intonacatura manuale valutazione  sovraccarico biomeccanico degli arti superiori   dispendio energetico	Zurlo Francesco	Full Professor	ICAR/13 - Disegno Industriale	valutazione;atti;manuale;arti;azione;energetico;superiori;bio;car;carico;sovraccarico
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311881637	 modelli dell'Archivio dello Studio  architettura  industrial design  D'UrbinoLomazzi presso  CASVA	Zurlo Francesco	Full Professor	ICAR/13 - Disegno Industriale	architettura;modelli;studi;archivio;casva;presso;oma
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311968237	Transformative Services  Transformation Design	Sangiorgi Daniela	No section	ICAR/13 - Disegno Industriale	service;trans
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311968589	Integrating Evidencebased  Experiencebased approaches  healthcare service design	Carrera Marta	Design e Culture	ICAR/13 - Disegno Industriale	service;experience;base;integrati;car;healthcare
2011	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311978899	 Review   Intellectual Property Rights   Field  Wearable Sensors  Systems	Andreoni Giuseppe	Associate Professor	ING-INF/06 - Bioingegneria Elettronica E Informatica	senso;system;vie;review
2011	 CONTRIBUTO  RIVISTA Recensione  Rivista	httphandlenet113111047657	Crabu  recensione  volume Biomedicalization Technoscience Health  Illness     Clarke  Mamo  Fosket  Fishman   Shim  Durham Duke University Press 2010 pubblicata  Tecnoscienza  Italian Journal  Science  Technology Studies      	Crabu Stefano	Design di Prodotti Strategie e Servizi	SPS/07 - Sociologia Generale	italia;studi;volume;biomed;tech;bio
2011	 CONTRIBUTO  RIVISTA Recensione  Rivista	httphandlenet11311686871	XXII Compasso d'Oro  vincitori	Bertola Paola	Full Professor	ICAR/13 - Disegno Industriale	vinci;oro;passo;compasso;xxii
2011	 CONTRIBUTO  RIVISTA Recensione  Rivista	httphandlenet11311686872	Compasso D'Oro 2011	Zurlo Francesco	Full Professor	ICAR/13 - Disegno Industriale	oro;passo;compasso
2011	 CONTRIBUTO  RIVISTA Recensione  Rivista	httphandlenet11311686873	Compasso d'Oro ecco  vincitori	Zurlo Francesco	Full Professor	ICAR/13 - Disegno Industriale	vinci;oro;passo;compasso
2011	 CONTRIBUTO  RIVISTA Recensione  Rivista	httphandlenet11311688403	Autoprodotti all'italiana         parliamo   designer protagonisti  Autoproduzioni Italiane	Maffeis Rodolfo	Assistant Professor	L-ART/02 - Storia Dell'Arte Moderna	italia
2011	 CONTRIBUTO  RIVISTA Recensione  Rivista	httphandlenet11311881640	Pier Luigi Nervi tappa torinese	Feraboli Maria Teresa	Design e Culture	ICAR/18 - Storia Dell'Architettura	luigi
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet113111005258	Mat�ria connectada	Ciastellardi Matteo	Design e Culture	ICAR/13 - Disegno Industriale	
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet113111051268	 crisi globale	Giambruno Maria Cristina	Not in design department	ICAR/13 - Disegno Industriale	globale;crisi
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet113111051269	 nuovo  nuovo corso	Giambruno Maria Cristina	Not in design department	ICAR/13 - Disegno Industriale	nuovo;corso
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet113111051271	Progetti imprese finanza  politica quale orientamento	Giambruno Maria Cristina	Not in design department	ICAR/13 - Disegno Industriale	progetti;quale;finanza;poli
