id	docentId	name	photo	role	dept	SSID	CV	OrcID	pubLink	pubId
10096975	96975	Maja Roberto	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=401197&__pj0=0&__pj1=00e91402b93aaf1ce1a0ad040d1c2fe4	Professore associato a tempo pieno	Dipartimento di Design	ICAR/05 - Trasporti	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=902750&rnd=0.21407584838164695	https://orcid.org/0000-0002-3439-4963	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp13597	rp13597
10097748	Error									
10681987	Error									
10098444	98444	Mangiarotti Raffaella	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=2542045&__pj0=0&__pj1=9d2dc3cb73917bc58604c1a267ba3f27	Ricercatore universitario a tempo definito	Dipartimento di Design	ICAR/13 - Disegno Industriale	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=3348711&rnd=0.7928990094253895	https://orcid.org/0000-0002-2579-5773	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp13629	rp13629
10004578	4578	Marani Pietro Cesare	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=401162&__pj0=0&__pj1=54cae420ec779d4459a5ae011bee513a	Professore ordinario a tempo pieno	Dipartimento di Design	L-ART/02 - Storia Dell'Arte Moderna	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=3877055&rnd=0.5008230948566728	https://orcid.org/0000-0003-3880-8737	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp13647	rp13647
10100242	Error									
10261332	Error									
10381327	Error									
10104291	Error									
10187232	187232	Mauri Michele	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=3859207&__pj0=0&__pj1=d20e42aeb59fce37afdcd74dbcb7ad49	Ricercatore legge 240/10 - t.det. a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=3379560&rnd=0.5235997481664459	https://orcid.org/0000-0003-1189-9624	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp08188	rp08188
10327728	327728	Mazzanti Anna	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=1145680&__pj0=0&__pj1=bb37d79a92850e32e21202c46712144a	Ricercatore universitario a tempo pieno	Dipartimento di Design	L-ART/03 - Storia Dell'Arte Contemporanea	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=4892768&rnd=0.2586974619054022	https://orcid.org/0000-0002-7184-2980	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp08085	rp08085
10474432	Error									
10500816	Error									
10002999	Error									
10294714	Error									
10107184	107184	Meroni Anna	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=5252799&__pj0=0&__pj1=0a63d802d188c2ea124853d5b8b8ff02	Professore associato a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=2701042&rnd=0.8470197157788585	https://orcid.org/0000-0002-8946-2361	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp13512	rp13512
10384038	Error									
10289556	Error									
10113246	113246	Mortati Marzia	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=3305011&__pj0=0&__pj1=077ccfa950e00e3e27396aa6057d2577	Ricercatore legge 240/10 - t.det. a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=3379567&rnd=0.4676619559748575	https://orcid.org/0000-0002-6900-403X	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp07363	rp07363
848332	Error									
10003284	3284	Murano Francesco	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=818094&__pj0=0&__pj1=fec7408bcb232f073cd2fcd386315fcb	Ricercatore universitario a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=818111&rnd=0.8755596401741507	https://orcid.org/0000-0002-1724-3207	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp13459	rp13459
10115494	115494	Nebuloni Attilio	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=401822&__pj0=0&__pj1=377a7c56cbeb60fc36b8b0473c880734	Ricercatore universitario a tempo pieno	Dipartimento di Design	ICAR/14 - Composizione Architettonica E Urbana		https://orcid.org/0000-0002-9552-7002	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp08507	rp08507
861513	Error									
861260	Error									
848660	Error									
10311364	Error									
10501782	Error									
10120688	120688	Palmieri Stefania	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=4292830&__pj0=0&__pj1=9863a8d1fb942e0524d91266fd145a68	Ricercatore universitario a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=2987059&rnd=0.6666113959867948	https://orcid.org/0000-0003-4693-7918	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp08604	rp08604
10122151	122151	Parente Marina	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=401513&__pj0=0&__pj1=89a79772d44fab777f5588a826b3249a	Professore associato a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=2981149&rnd=0.24541660054379533	https://orcid.org/0000-0001-6790-6657	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp08480	rp08480
10122254	Error									
881027	Error									
871127	Error									
10401142	Error									
10125363	125363	Penati Antonella Valeria	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=7011143&__pj0=0&__pj1=df5ca4aef234ce62e9016dd53a7425fd	Professore ordinario a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=2991801&rnd=0.7099028223460628	https://orcid.org/0000-0001-8353-9287	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp08830	rp08830
10178375	Error									
10000769	769	Piardi Silvia Elvira Maria	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=400318&__pj0=0&__pj1=fc3702588a26367261722b42fd860cc3	Professore ordinario a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale		https://orcid.org/0000-0001-8922-6353	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp08914	rp08914
10003516	3516	Piazza Mario	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=3346253&__pj0=0&__pj1=c2cfa2e8d191d31cb5cf61aeb9738e69	Professore associato a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale		https://orcid.org/0000-0002-9665-7730	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp08916	rp08916
10627867	Error									
10128431	128431	Piccinno Giovanna	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=435365&__pj0=0&__pj1=222888285a99205d40e7868bc44bc1eb	Professore associato a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=494227&rnd=0.02312035199560547	https://orcid.org/0000-0003-1804-7985	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp08924	rp08924
10005209	Error									
10001212	1212	Pillan Margherita	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=3695967&__pj0=0&__pj1=03ddfd4afe51795eb7c0e35c825b982e	Professore associato a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale		https://orcid.org/0000-0002-4157-4305	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp09886	rp09886
10129761	129761	Piredda Francesca	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=3695494&__pj0=0&__pj1=b430e391be53fd5561d6b9672f85664c	Ricercatore universitario a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=4494193&rnd=0.5624352264766397	https://orcid.org/0000-0003-0623-8450	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp01321	rp01321
10130737	130737	Pizzocaro Silvia Luisa	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=2649196&__pj0=0&__pj1=2a88aabefbc855be2b2b16a3e65022f4	Professore ordinario a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=3383148&rnd=0.31821767672235446	https://orcid.org/0000-0002-0478-7950	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp09913	rp09913
10131898	Error									
10632965	Error									
10597382	Error									
10499017	Error									
10134906	134906	Quaggiotto Marco	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=2754341&__pj0=0&__pj1=70f9a9ccef1c8f36bc913905550aa1b7	Ricercatore legge 240/10 - t.det. a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=3379583&rnd=0.8470900302615463	https://orcid.org/0000-0003-4195-2369	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp01463	rp01463
10136317	136317	Rampino Lucia Rosa Elena	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=5040565&__pj0=0&__pj1=aa27defb889a0fc87d23036541d38ddb	Professore associato a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=6131638&rnd=0.8549931324715152	https://orcid.org/0000-0002-7591-9324	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp08743	rp08743
10136858	136858	Ratti Andrea	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=2395442&__pj0=0&__pj1=19ee62db759a05c92093c26158793a68	Professore associato a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=5343085&rnd=0.38992041919804765	https://orcid.org/0000-0003-4115-2732	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp08756	rp08756
10137582	137582	Rebaglio Agnese	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=402031&__pj0=0&__pj1=5de76178a786798c91ad6eb2d495293d	Ricercatore universitario a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=2990642&rnd=0.6090125753107444	https://orcid.org/0000-0002-8952-5107	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp01656	rp01656
10649430	Error									
10139370	139370	Ricco' Dina	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=401537&__pj0=0&__pj1=e48147e3c778be535cee65f41923f43c	Professore associato a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=494602&rnd=0.5386539458332281	https://orcid.org/0000-0001-8632-2649	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp08639	rp08639
10005630	5630	Rizzo Francesca	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=null&__pj0=0&__pj1=402b93d081372c0123f3ada00fd041f6	Professore associato a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale		https://orcid.org/0000-0001-5809-0684	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp15209	rp15209
10268122	Error									
10421241	Error									
90000093	Error									
10143835	143835	Rossi Maurizio	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=6147767&__pj0=0&__pj1=fb1fbb7f6212ba87fe9e07842d3b635b	Professore associato a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=8038974&rnd=0.4466924951294742	https://orcid.org/0000-0003-0480-7912	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp23061	rp23061
10305929	305929	Rossi Michela	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=401998&__pj0=0&__pj1=3644d760a36534fea8e38ff4c5af646e	Professore ordinario a tempo pieno	Dipartimento di Design	ICAR/17 - Disegno	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=495500&rnd=0.008792516923103233	https://orcid.org/0000-0001-9860-0562	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp02438	rp02438
10311006	Error									
10512967	Error									
861596	Error									
10359527	Error									
10148287	148287	Sangiorgi Daniela	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=3684528&__pj0=0&__pj1=d41eb4a36e113a5c8f9abb694ea958a1	Professore associato a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale		https://orcid.org/0000-0003-1696-5782	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp02121	rp02121
839749	Error									
10152188	152188	Scullica Francesco	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=401424&__pj0=0&__pj1=ce84e95427fa44e5db5e2de40ad9f6b5	Professore associato a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=1114936&rnd=0.0872733404841296	https://orcid.org/0000-0002-6872-5732	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp03296	rp03296
10435063	Error									
10152600	Error									
10551214	Error									
861220	Error									
10001363	1363	Simonelli Giuliano	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=400945&__pj0=0&__pj1=f1777a6225b346f807ccfa445902bed0	Professore ordinario a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale		https://orcid.org/0000-0002-1547-9654	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp02716	rp02716
10191363	Error									
10155363	155363	Soldati Maria Grazia	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=4805624&__pj0=0&__pj1=e0a108094846b5332dddbb4e9c83bc4a	Ricercatore universitario a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=4227576&rnd=0.9883469745801099	https://orcid.org/0000-0002-7710-0945	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp02991	rp02991
10541491	Error									
10181414	Error									
10156383	Error									
10156456	156456	Spallazzo Davide	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=4152353&__pj0=0&__pj1=8e79709c8c0a0f2636d27076bb407ac7	Ricercatore legge 240/10 - t.det. a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=3379603&rnd=0.5879697342093722	https://orcid.org/0000-0002-2621-7617	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp02214	rp02214
10200702	Error									
10479667	Error									
10294470	Error									
10638762	Error									
10268081	268081	Studer Luca Pasino	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=401861&__pj0=0&__pj1=de228fb34153753e5edc9c814079d0e3	Ricercatore universitario a tempo pieno	Dipartimento di Design	ICAR/05 - Trasporti	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=2977871&rnd=0.4930684278643547	https://orcid.org/0000-0002-8175-2890	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp04572	rp04572
10438417	Error									
10616676	Error									
10278745	Error									
848320	Error									
10643239	Error									
10512839	Error									
10600775	Error									
10543603	Error									
10162425	162425	Tolino Umberto	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=3889796&__pj0=0&__pj1=eff21f4bf88881b9f0a4bbd6060a8c8a	Professore associato a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=7615657&rnd=0.5621193531445347	https://orcid.org/0000-0003-3791-1062	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp03129	rp03129
10004879	4879	Tonelli Maria Cristina	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=401147&__pj0=0&__pj1=ad3124c384c056105320a8c3ed512516	Professore ordinario a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=812056&rnd=0.27093680545718724	https://orcid.org/0000-0002-1636-1113	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp01504	rp01504
10164116	Error									
10164832	164832	Trocchianesi Raffaella	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=2697799&__pj0=0&__pj1=14adab1d4fc64e4e22d06d29433c4287	Professore associato a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale		https://orcid.org/0000-0003-1724-0345	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp01955	rp01955
10165601	165601	Turinetto Marco	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=401425&__pj0=0&__pj1=0cc3189821d81e43c2fdfc501f3e4be7	Ricercatore universitario a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=3826245&rnd=0.9117239593734892	https://orcid.org/0000-0002-9434-4052	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp02185	rp02185
10194248	194248	Vacca Federica	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=749105&__pj0=0&__pj1=bfea1dff9afcf0c24fa9314a2e500431	Ricercatore legge 240/10 - t.det. a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=3379611&rnd=0.7687131811809981	https://orcid.org/0000-0001-5210-9356	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp00236	rp00236
10287079	Error									
0E9495	Error									
865310	Error									
10004374	4374	Vezzoli Carlo Arnaldo	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=435335&__pj0=0&__pj1=408f40a19ec390c4124fef66189568bd	Professore ordinario a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=4830522&rnd=0.6500679012782143	https://orcid.org/0000-0003-3792-3725	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp00177	rp00177
10170719	170719	Vignati Arianna	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=6127733&__pj0=0&__pj1=bdcd7e4aaff65f91c01f869ed714fda1	Ricercatore legge 240/10 - t.det. a tempo definito	Dipartimento di Design	ICAR/13 - Disegno Industriale	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=7395763&rnd=0.17714939014517062	https://orcid.org/0000-0002-5664-6631	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp00929	rp00929
10171497	171497	Villari Beatrice	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=3220681&__pj0=0&__pj1=8315935a1134faf6c7830346908ad4b8	Ricercatore legge 240/10 - t.det. a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale		https://orcid.org/0000-0003-0762-0432	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp00937	rp00937
10171981	Error									
10313337	Error									
10330636	Error									
10299798	299798	Volonte' Paolo Gaetano	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=401997&__pj0=0&__pj1=355019b02129811a33e50e50dbba8874	Professore associato a tempo pieno	Dipartimento di Design	SPS/08 - Sociologia Dei Processi Culturali E Comunicativi		https://orcid.org/0000-0002-8132-4095	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp02300	rp02300
10549996	Error									
10444524	Error									
861239	Error									
!9	Error									
881026	Error									
861236	Error									
10515004	Error									
10543606	Error									
10005635	5635	Zingale Salvatore	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=9772698&__pj0=0&__pj1=dc9ddf49e924c729b24576d3372c0aa7	Ricercatore universitario a tempo pieno	Dipartimento di Design	M-FIL/05 - Filosofia E Teoria Dei Linguaggi	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=4412548&rnd=0.6535116124895957	https://orcid.org/0000-0002-1020-9276	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp07937	rp07937
10176946	176946	Zurlo Francesco	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=745571&__pj0=0&__pj1=cb896ebdd8eb5615c3c197d539979aae	Professore ordinario a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=2374855&rnd=0.3064760944438527	https://orcid.org/0000-0002-7095-0699	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp07950	rp07950
