dc.publisher.place;dc.type.referee;dc.publisher.country;item.collection;item.openaireRights;dc.subject.keywordsita;dc.language.iso;dc.subject.keywords;dc.identifier.uri;dc.date.issued;dc.type.full;dc.relation.ispartofbook;item.journal.title;dc.title;dc.relation.medium;dc.description.numberofauthors;dc.publisher.name;dc.authority.people;dc.type.circulation;;;;;;;;;;;;;;
Milano;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/251780;2003;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DISEGNO E DESIGN DIGITALE;Tecniche di Rappresentazione per il Disegno Industriale: il Tradizionale e il Virtuale;-0;1;Edizioni Poli.Design;BREVI, FAUSTO;nazionale;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;eng ita;eng;-0;http://hdl.handle.net/11311/251791;2007;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;L'ARCA INTERNATIONAL;;Immagina 2007;-0;1;-0;DOMINONI, ANNALISA;-0;;;;;;;;;;;;;
Milano;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/251913;2004;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;LINEA GRAFICA;Oggetti dalla rete;-0;1;Progetto editrice;BAULE, GIOVANNI;internazionale;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/252061;2001;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;ORTOPEDICI E SANITARI;"Il settore economico ""protesi e ausili"".";-0;1;-0;COSTA, FIAMMETTA CARLA ENRICA;nazionale;;;;;;;;;;;;;;
Milano;Sì, ma tipo non specificato;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/252063;2007;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;LINEA GRAFICA;Segnali sulle superfici;-0;1;Progetto editrice;GUIDA, FRANCESCO ERMANNO;internazionale;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/252164;2002;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;SLOW;Il pensiero alimentare. Food Designer;-0;1;-0;MERONI, ANNA;internazionale;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/252213;2006;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;LINEA GRAFICA;Comunicazione instabile. Webzine per la grafica;-0;1;-0;BAULE, GIOVANNI;internazionale;;;;;;;;;;;;;;
Milano;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng ita;ita;-0;http://hdl.handle.net/11311/252240;2006;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;LINEA GRAFICA;;Prodotti non prodotti;STAMPA;1;Progetto Editrice;BUCCHETTI, VALERIA LUISA;internazionale;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/252260;2006;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;-0;Le maggiori critiche economiche all'Alta Velocità italiana;-0;1;-0;PONTI, MARCO GUIDO;nazionale;;;;;;;;;;;;;;
Milano;Sì, ma tipo non specificato;ITA;-0;none;-0;eng ita;ita;-0;http://hdl.handle.net/11311/252342;2006;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;LINEA GRAFICA;;Segnale di luce;-0;1;Progetto editrice;GUIDA, FRANCESCO ERMANNO;internazionale;;;;;;;;;;;;;
Milano;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/252758;2005;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IL PROGETTISTA INDUSTRIALE;Codesigning: dallo User centred allo User driver design. User Centred Design e usabilità. Le norme ergonomiche: vincolo o opportunità per il designer?;-0;1;Tecniche Nuove;COSTA, FIAMMETTA CARLA ENRICA;nazionale;;;;;;;;;;;;;;
Milano;-0;ITA;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/252861;2005;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;LINEA GRAFICA;Visioni di altri mondi;-0;1;Progetto Editrice Srl;QUAGGIOTTO, MARCO;internazionale;;;;;;;;;;;;;;
Milano;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/253253;2005;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IL PROGETTISTA INDUSTRIALE;Design ergonomico e mezzi di trasporto. Design e innovazione tecnologica: vincolo o opportunità per il designer. Design dei beni strumentali;-0;1;Tecniche Nuove;COSTA, FIAMMETTA CARLA ENRICA;nazionale;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/253614;2003;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;PIANETA INOSSIDABILI;Enzo Mari: Una impronta nel disegno industriale;-0;1;-0;ROGNOLI, VALENTINA;nazionale;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/253882;2006;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;GAP CASA;Passato presente e futuro del Design;-0;1;-0;DELL'ACQUA BELLAVITIS, ARTURO;nazionale;;;;;;;;;;;;;;
-0;Nessuno;-0;01.1 Articolo in Rivista;none;-0;ita;-0;http://hdl.handle.net/11311/253891;2003;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;SUITE;Cosmo Hotel Palace;-0;2;-0;"SCULLICA, FRANCESCO;SIMONELLI, GIULIANO";nazionale;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;eng ita;ita;forniture design; prodotto d'arredo;http://hdl.handle.net/11311/254981;2005;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;THE JOURNAL OF DESIGN;L’ARREDO ITALIANO FRA DOMESTICO E CONTRACT;-0;1;-0;SCULLICA, FRANCESCO;internazionale;;;;;;;;;;;;
-0;-0;ITA;01.1 Articolo in Rivista;none;-0;ita;-0;http://hdl.handle.net/11311/255014;2006;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;FOOD PACKAGES;Design per la sostenibilità ambientale degli imballaggi;-0;2;edizioni artek;"L. Orbetegli;VEZZOLI, CARLO ARNALDO";nazionale;;;;;;;;;;;;;;
-0;-0;ITA;01.1 Articolo in Rivista;none;-0;-0;Wayfinding; design;http://hdl.handle.net/11311/255060;2007;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;PROGETTO GRAFICO;;Wayfinding al Politecnico di Milano;-0;1;AIAP;CIUCCARELLI, PAOLO;nazionale;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/255070;2002;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;TRASPORTI;Ma la ricetta della commissione non cancellarà il protezionismo;-0;1;-0;PONTI, MARCO GUIDO;nazionale;;;;;;;;;;;;;;
Milano;-0;ITA;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/255130;2007;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DOMUS;Esperanto;-0;2;Editoriale Domus SpA;"BOERI, STEFANO;PIAZZA, MARIO";internazionale;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/255533;2001;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;TECNICA OSPEDALIERA;Analisi economico-industriale del settore sanitario;-0;1;-0;COSTA, FIAMMETTA CARLA ENRICA;nazionale;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;ita;hotel design; design degli interni; interior design;http://hdl.handle.net/11311/255546;2007;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;SUITE;Contemporaneità Partenopa;-0;1;-0;SCULLICA, FRANCESCO;nazionale;;;;;;;;;;;;
Faenza;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/255599;2006;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;AE ARCHAEDILIA;Progetto design. Oggetti di >segnati;-0;1;-0;PICCINNO, GIOVANNA;nazionale;;;;;;;;;;;;;;
Milano;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/255612;2004;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;COMPLESSITÀ E SOSTENIBILITÀ;Note sui materiali pubblicati;-0;1;Edizioni Poli.Design;NEBULONI, ATTILIO;nazionale;;;;;;;;;;;;;;
Milano;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/255702;2004;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;LINEA GRAFICA;Discipline del packaging design;-0;1;Progetto editrice;BUCCHETTI, VALERIA LUISA;internazionale;;;;;;;;;;;;;;
Milano;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/255747;2001;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;LINEA GRAFICA;La rete della spesa;-0;1;Progetto Editrice;BUCCHETTI, VALERIA LUISA;internazionale;;;;;;;;;;;;;;
Milano;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/255960;2005;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;LINEA GRAFICA;Muratore e l’archetipo del graphic designer. Vent’anni in linea con la grafica. Archivi della memoria e del futur;-0;1;Progetto Editrice;BAULE, GIOVANNI;internazionale;;;;;;;;;;;;;;
Milano;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/255993;2003;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;LINEA GRAFICA;Musei immaginari (Artefatti di identità, Segni dal flusso, Scritture mobili);-0;1;Progetto editrice;BAULE, GIOVANNI;nazionale;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/256134;2002;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IL SOLE 24 ORE;Merci su ferrovia in cerca di progetto;-0;2;-0;"A. Boitani;PONTI, MARCO GUIDO";nazionale;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/256229;2001;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;HABITAT UFFICIO;Dall'arredare l'ufficio all'attrezzare il lavoro;-0;1;-0;INGARAMO, MATTEO ORESTE;internazionale;;;;;;;;;;;;;;
Milano;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/256621;2006;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;LINEA GRAFICA;Segnali d’arte;-0;1;Progetto Editrice;GUIDA, FRANCESCO ERMANNO;internazionale;;;;;;;;;;;;;;
Milano;-0;ITA;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/256624;2007;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;LINEA GRAFICA;Mappe di nuove periferie;-0;1;Progetto Editrice Srl;QUAGGIOTTO, MARCO;internazionale;;;;;;;;;;;;;;
Milano;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/256759;2004;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;LINEA GRAFICA;La comunicazione atipica;-0;1;Progetto editrice;BAULE, GIOVANNI;internazionale;;;;;;;;;;;;;;
Milano;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/257086;2005;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;COMPLESSITÀ E SOSTENIBILITÀ;PROGETTAZIONE SOSTENIBILE;-0;3;Edizioni Poli.Design;"BLASI, CESARE;NEBULONI, ATTILIO;PADOVANO, GABRIELLA";nazionale;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;eng ita;ita;-0;http://hdl.handle.net/11311/257148;2005;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;SUITE;;Casa Camper;-0;1;-0;COLLINA, LUISA MARIA VIRGINIA;nazionale;;;;;;;;;;;;;
Roma;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng ita;ita;-0;http://hdl.handle.net/11311/257257;2006;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;DIID. DISEGNO INDUSTRIALE INDUSTRIAL DESIGN;;Uno scenario per il sistema alimentare;-0;3;Mancosu Editore;"F. Jegou;MANZINI, EZIO;MERONI, ANNA";nazionale;;;;;;;;;;;;;
Milano;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/257319;2004;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IL PROGETTISTA INDUSTRIALE;Ma cosa fa l'Industrial Designer?;-0;1;Tecniche Nuove;COSTA, FIAMMETTA CARLA ENRICA;nazionale;;;;;;;;;;;;;;
Milano;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/257533;2004;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DESIGN VIEW. MAGAZINE DELLA RETE NAZIONALE DI RICERCA SISTEMA DESIGN ITALIA;Conclusioni. La ricerca come progetto;-0;1;Edizioni Poli.Design;ZURLO, FRANCESCO;nazionale;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;ita;hotel design; interior design; design degli interni;http://hdl.handle.net/11311/257551;2005;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;SUITE;Viaggio Nel Salento;-0;2;-0;"SCULLICA, FRANCESCO;SIMONELLI, GIULIANO";nazionale;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;-0;espressività; sensorialità; materiali;http://hdl.handle.net/11311/257643;2004;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;KOSMETICA;L'atlante espressivo-sensoriale dei materiali;-0;1;-0;ROGNOLI, VALENTINA;nazionale;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;eng;ita;-0;http://hdl.handle.net/11311/257650;2003;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;SUITE;;Hotel Parco dei Principi a Sorrento;-0;1;-0;COLLINA, LUISA MARIA VIRGINIA;nazionale;;;;;;;;;;;;;
Milano;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/257680;2006;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DESIGN VIEW. MAGAZINE DELLA RETE NAZIONALE DI RICERCA SISTEMA DESIGN ITALIA;Una lettura del design palese dei Beni Culturali attraverso i concorsi e premi di design degli anni 2000-2006;-0;2;Edizioni Poli.Design;"LUPO, ELEONORA;SEASSARO, ALBERTO";nazionale;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;-0;materiale; artificiale;http://hdl.handle.net/11311/257704;2003;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;ARTLAB;;L'estasi dell'artificiale;-0;1;-0;ROGNOLI, VALENTINA;nazionale;;;;;;;;;;;;;
Milano;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/257738;2007;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;HOME;The New Italian Design. Il ruolo degli archivi per il settore Tessile - Arredo;-0;1;Edinterni;DELL'ACQUA BELLAVITIS, ARTURO;nazionale;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/257971;2006;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;-0;Case che cambiano: Domotica e Innovazione;-0;1;-0;DELL'ACQUA BELLAVITIS, ARTURO;nazionale;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;ita;hotel design; design degli interni; interior design;http://hdl.handle.net/11311/258252;2003;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;SUITE;Villa Gippini;-0;2;-0;"SCULLICA, FRANCESCO;SIMONELLI, GIULIANO";nazionale;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/258325;2006;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;FEDERMOBILI;Evoluzione o rivoluzione: dove va il design;-0;1;-0;DELL'ACQUA BELLAVITIS, ARTURO;nazionale;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/258574;2003;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IMPRESA & STATO;Distretti e metadistretti del design industriale;-0;1;-0;SIMONELLI, GIULIANO;internazionale;;;;;;;;;;;;;;
Milano;-0;ITA;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/258651;2006;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;LINEA GRAFICA;La mappa del luogo;-0;1;Progetto Editrice Srl;QUAGGIOTTO, MARCO;internazionale;;;;;;;;;;;;;;
Milano;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/258699;2006;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DESIGN VIEW. MAGAZINE DELLA RETE NAZIONALE DI RICERCA SISTEMA DESIGN ITALIA;Metodi e strumenti per la rappresentazione di edifici storici e del territorio;-0;1;Edizioni Poli.Design;ROSSI, MAURIZIO;internazionale;;;;;;;;;;;;;;
-0;-0;ITA;01.1 Articolo in Rivista;none;-0;ita;-0;http://hdl.handle.net/11311/258800;2004;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;TERRITORIO;Politiche possibili per i trasporti e la mobilità nell'area milanese;-0;8;-0;"PONTI, MARCO GUIDO;C. Borgnolo;MAFFII, SILVIA MARGHERITA;MALGIERI, PATRIZIA;MARTINO, ANGELO;TORTA, FABIO PIETRO;BRAMBILLA, MARCO GIOVANNI;ERBA, STEFANO";nazionale;;;;;;;;;;;;;;
Pinerolo;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/258851;2004;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;INGREDIENTI ALIMENTARI;La progettazione di sistemi di prodotti e servizi personalizzati per il settore alimentare;-0;1;Chiriotti Editori;MERONI, ANNA;nazionale;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/258874;2006;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DESIGN VIEW. MAGAZINE DELLA RETE NAZIONALE DI RICERCA SISTEMA DESIGN ITALIA;Cross Fertilization tra Moda e Design: un modello di lettura possibile dei Casi di Best Practice;-0;2;-0;"BERTOLA, PAOLA;CONTI, GIOVANNI MARIA";nazionale;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/259088;2002;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;OTTAGONO;Oggetti contraddittori;-0;1;Compositori;BUCCHETTI, VALERIA LUISA;internazionale;;;;;;;;;;;;;;
Roma;-0;ITA;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/259183;2003;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;-0;Spazio al dibattito;-0;1;Federtrasporto;PONTI, MARCO GUIDO;nazionale;;;;;;;;;;;;;;
Milano;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/259283;2004;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IL CENTAURO;"Progetto TRAMP ""Prevenzione del Rischio nell'autotrasporto di Sostanze Pericolose";-0;1;Novega Edizioni;MAJA, ROBERTO;nazionale;;;;;;;;;;;;;;
Rimini;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/259357;2006;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;PAESAGGIO URBANO;Modelli virtuali per il design urbano. Le potenzialità del digitale a supporto delle attività di progetto e restauro della città;-0;1;Maggioli;CECONELLO, MAURO ATTILIO;nazionale;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/259716;2002;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;PROGETTI;L’isola che non c’è;-0;1;-0;INGARAMO, MATTEO ORESTE;nazionale;;;;;;;;;;;;;;
Milano;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/259815;2005;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;LINEA GRAFICA;Oltre il lifting progettuale;-0;1;Progetto Editrice;BUCCHETTI, VALERIA LUISA;internazionale;;;;;;;;;;;;;;
Rimini;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/259961;2001;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;AMBIENTE COSTRUITO;Architettura sostenibile per la ricerca;-0;1;Maggioli;PIARDI, SILVIA ELVIRA MARIA;internazionale;;;;;;;;;;;;;;
Rimini;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/259969;2007;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;L'UFFICIO TECNICO;Modelli virtuali per il design urbano. Le potenzialità del digitale a supporto delle attività di progetto e restauro della città;-0;1;Maggioli;CECONELLO, MAURO ATTILIO;nazionale;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;ita;-0;http://hdl.handle.net/11311/260219;2004;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;BAGNO DESIGN;Igiene in Microgravità;-0;1;-0;DOMINONI, ANNALISA;-0;;;;;;;;;;;;;;
Milano;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/260246;2005;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;LINEA GRAFICA;Attraverso il colore;-0;1;Progetto Editrice;BUCCHETTI, VALERIA LUISA;internazionale;;;;;;;;;;;;;;
Milano;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/260271;2001;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;MONDO LEGNO;La costruzione di barche a remi sul Lago di Como;-0;1;Alberto Greco Editore;PIARDI, SILVIA ELVIRA MARIA;nazionale;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;ita;hotel design; interior design; design degli interni;http://hdl.handle.net/11311/260421;2004;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;SUITE;Un Lingotto Art & Tech;-0;2;-0;"SCULLICA, FRANCESCO;SIMONELLI, GIULIANO";nazionale;;;;;;;;;;;;
Varese;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/260560;2005;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;FOOD PACKAGES;User Centred Packaging design;-0;1;Artek;COSTA, FIAMMETTA CARLA ENRICA;nazionale;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/260581;2006;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;-0;Il tessile tecnologico;-0;1;Edinterni;DELL'ACQUA BELLAVITIS, ARTURO;nazionale;;;;;;;;;;;;;;
Milano;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/260598;2004;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;SICUREZZA CIVILE;Trasporto di merci come prevenire;-0;1;Novega Edizioni;MAJA, ROBERTO;nazionale;;;;;;;;;;;;;;
Milano;-0;-0;01.1 Articolo in Rivista;none;-0;ita;-0;http://hdl.handle.net/11311/260620;2005;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DESIGN VIEW. MAGAZINE DELLA RETE NAZIONALE DI RICERCA SISTEMA DESIGN ITALIA;CaLABria DESIGN. Il design per valorizzare i contesti di artigianato artistico calabrese a partire dalle esperienze della collezione Atena;-0;2;Edizioni Poli.Design;"CASTELLI, ANTONELLA;VILLARI, BEATRICE";internazionale;;;;;;;;;;;;;;
Torino;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/260728;2007;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IL GIORNALE DELL'ARCHITETTURA;Design solidale: il puppylove;-0;1;Umberto Allemandi;CAPPELLIERI, ALBA;nazionale;;;;;;;;;;;;;;
Milano;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/260942;2005;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;COMPLESSITÀ E SOSTENIBILITÀ;AMBIENTE SOSTENIBILE;-0;3;Edizioni Poli.Design;"BLASI, CESARE;NEBULONI, ATTILIO;PADOVANO, GABRIELLA";nazionale;;;;;;;;;;;;;;
Varese;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/261019;2007;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;FOOD PACKAGES;Il Bento;-0;1;Artek Editore;MERONI, ANNA;nazionale;;;;;;;;;;;;;;
Milano;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/261110;2004;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;ORTHO 2000;Progettazione di sistemi bio-robotici: il ruolo del bio-designer;-0;1;Edi.Ermes srl;CANINA, MARIA RITA;nazionale;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;-0;-0;http://hdl.handle.net/11311/261250;2002;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;POLITECNICO;Dalla pianificazione alla regolazione dei trasporti;-0;1;-0;PONTI, MARCO GUIDO;nazionale;;;;;;;;;;;;;;
Bologna;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/261306;2004;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;ASSISTENZA ANZIANI;Sistemi e servizi PUL, i campi di applicazione;-0;2;Fin-Mark srl;"ANSELMI, LAURA;MUSCHIATO, SABRINA";nazionale;;;;;;;;;;;;;;
Torino;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/261455;2006;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IL GIORNALE DELL'ARCHITETTURA;Mollino: l’ossessione della forma. Macef 2006: fior di design . Caleidoscopio Benesch;-0;1;Umberto Allemandi;CAPPELLIERI, ALBA;nazionale;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;eng ita;eng;-0;http://hdl.handle.net/11311/261616;2003;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;L'ARCA;;La nuova frontiera;-0;1;-0;DOMINONI, ANNALISA;-0;;;;;;;;;;;;;
