title,author,year,type,keywords,cluster
Contenitore termicamente isolato particolarmente isolato per bevande e simili,"MANGIAROTTI, RAFFAELLA;BAZZICALUPO, LEOPOLDO MATTEO",2003,05.1 Brevetto,contenitori temici; thermos; antiurto,nocluster
hairdrier device,"MANGIAROTTI, RAFFAELLA;BAZZICALUPO, LEOPOLDO MATTEO",2007,05.1 Brevetto,asciugacapelli a doppio flusso,nocluster
Dispositivo audioluminoso per esterni,"MANGIAROTTI, RAFFAELLA;BAZZICALUPO, LEOPOLDO MATTEO;charon srl",2008,05.1 Brevetto,dispositivo audioluminoso per esterni,nocluster
PARETE MOBILE E SISTEMA CON FUNZIONI DI OTTIMIZZAZIONE DI CONDIZIONI AMBIENTALI,"BRUNO, DAVIDE MARIA",2012,05.1 Brevetto,"sistema integrato, pareti mobili interne, facciate continue, regolazione UR%, pressione T°,",nocluster
Movable wall and system with environmental condition optimisation functions,"BRUNO, DAVIDE MARIA;Merra, M.;Paracchini, L.;FUSAR POLI, E.;Giola, F.;Cambiaghi, A.",2012,05.1 Brevetto,-,nocluster
O'Hand,"CANINA, MARIA RITA;S. Lang",2011,05.1 Brevetto,-,nocluster
APPARATO PORTATILE PER COTTURA ALLA GRIGLIA,"ANSELMI, LAURA;M. Buffoli;A. Grasselli",2012,05.1 Brevetto,-,nocluster
Dispositivo portatile di allenamento fisico e kit comprendente tale dispositivo,"ANSELMI, LAURA;A. Grasselli;A. Anedda",2012,05.1 Brevetto,allenamento fisico; fitness,nocluster
Dispositivo portatile di allenamento fisico e kit comprendente tale dispositivo,"ANSELMI, LAURA;A. Grasselli;A. Anedda",2012,05.1 Brevetto,-,nocluster
WHS ITEM OF CLOTHING FOR DETECTION OF VITAL PARAMETERS OF A BABY,"ANDREONI, GIUSEPPE;L. A. L. Moltani;R. Zanini;R. C. Bellu'",2011,05.1 Brevetto,-,nocluster
Chair Strcture,"M. De Bonis;ROMERO, MAXIMILIANO ERNESTO;COSTA, FIAMMETTA CARLA ENRICA;G. Gualandi",2007,05.1 Brevetto,-,nocluster
Dispositivo di seduta e relativa sella,"BRUNO, DAVIDE MARIA;ANDREONI, GIUSEPPE",2011,05.1 Brevetto,bicicletta; accessori sella,nocluster
Capo di vestiario di tipo BSI per il rilevamento di parametri vitali di un neonato,"ANDREONI, GIUSEPPE;L. Moltani;R. Zanini;R. Bellù",2010,05.1 Brevetto,-,nocluster
Coperta inventa storie,"Valentina Nuccio;CELI, MANUELA",2013,05.1 Brevetto,-,nocluster
Sistema ambientale per la terapia del treno,"BIAMONTI, ALESSANDRO;I. Cilesi;L. Lani",2015,05.1 Brevetto,Design; Alzheimer’s disease; Healthcare,nocluster
Cabina Terapeutica,"BIAMONTI, ALESSANDRO;GRAMEGNA, SILVIA MARIA",2015,05.1 Brevetto,Design; Alzheimer’s disease; no pharmacological therapies,nocluster
Giunto ad incastro con sfere,"Posada, Miguel Melo;FERRARO, VENERE",2015,05.1 Brevetto,-,nocluster
Set da costruzione per bambini,"Melo Posada, Miguel;FERRARO, VENERE",2015,-,-,nocluster
